Index: 1, Agree: 0.5778742432594299, Strongly agree: 0.2926401197910309, Disagree: 0.08324023336172104, Strongly disagree: 0.04624539613723755
Index: 28, Agree: 0.611634373664856, Strongly agree: 0.1751478612422943, Disagree: 0.13097554445266724, Strongly disagree: 0.0822421982884407
Index: 29, Agree: 0.6391159296035767, Strongly agree: 0.20612265169620514, Disagree: 0.0968381017446518, Strongly disagree: 0.05792330950498581
Index: 30, Agree: 0.567202627658844, Strongly agree: 0.3210236132144928, Disagree: 0.07181893289089203, Strongly disagree: 0.039954911917448044
Index: 31, Disagree: 0.7328943610191345, Strongly disagree: 0.2043871283531189, Agree: 0.036639437079429626, Strongly agree: 0.02607910893857479
Index: 32, Agree: 0.6241003274917603, Strongly agree: 0.23235994577407837, Disagree: 0.08602195233106613, Strongly disagree: 0.05751778930425644
Index: 33, Disagree: 0.7129812240600586, Strongly disagree: 0.16771964728832245, Agree: 0.07105332612991333, Strongly agree: 0.0482458658516407
Index: 34, Agree: 0.6753038167953491, Strongly agree: 0.21456049382686615, Disagree: 0.06900154799222946, Strongly disagree: 0.04113411158323288
Index: 35, Agree: 0.6106913089752197, Strongly agree: 0.24846304953098297, Disagree: 0.08819444477558136, Strongly disagree: 0.05265117809176445
Index: 36, Agree: 0.5935256481170654, Strongly agree: 0.2180473655462265, Disagree: 0.1146453469991684, Strongly disagree: 0.07378166168928146
Index: 37, Agree: 0.6323820352554321, Strongly agree: 0.23495420813560486, Disagree: 0.08311257511377335, Strongly disagree: 0.04955125227570534
Index: 38, Agree: 0.5058861374855042, Strongly agree: 0.291666179895401, Disagree: 0.12700262665748596, Strongly disagree: 0.07544508576393127
Index: 39, Agree: 0.5808894634246826, Strongly agree: 0.33224108815193176, Disagree: 0.05212703347206116, Strongly disagree: 0.034742407500743866
Index: 40, Agree: 0.6296560764312744, Strongly agree: 0.2580180764198303, Disagree: 0.07414678484201431, Strongly disagree: 0.03817906975746155
Index: 41, Agree: 0.5699741244316101, Strongly agree: 0.2451125830411911, Disagree: 0.12116654217243195, Strongly disagree: 0.06374669820070267
Index: 42, Agree: 0.5537353157997131, Strongly agree: 0.2411278784275055, Disagree: 0.12793707847595215, Strongly disagree: 0.07719980180263519
Index: 43, Agree: 0.668454110622406, Strongly agree: 0.23649780452251434, Disagree: 0.056111618876457214, Strongly disagree: 0.03893642500042915
Index: 44, Agree: 0.5832328796386719, Strongly agree: 0.2790845036506653, Disagree: 0.08487404882907867, Strongly disagree: 0.052808549255132675
Index: 45, Disagree: 0.6210517287254333, Strongly disagree: 0.23855042457580566, Agree: 0.07563717663288116, Strongly agree: 0.06476066261529922
Index: 46, Agree: 0.6719859838485718, Strongly agree: 0.25229373574256897, Disagree: 0.045764632523059845, Strongly disagree: 0.02995568886399269
Index: 47, Agree: 0.6197744011878967, Strongly agree: 0.2933593690395355, Disagree: 0.05346529930830002, Strongly disagree: 0.033400896936655045
Index: 48, Agree: 0.6833393573760986, Strongly agree: 0.19018545746803284, Disagree: 0.07890765368938446, Strongly disagree: 0.047567520290613174
Index: 49, Disagree: 0.4781300127506256, Agree: 0.24691319465637207, Strongly agree: 0.2043479084968567, Strongly disagree: 0.07060883939266205
Index: 50, Agree: 0.6763806939125061, Strongly agree: 0.17168211936950684, Disagree: 0.09912373870611191, Strongly disagree: 0.05281339958310127
Index: 51, Agree: 0.6368918418884277, Strongly agree: 0.15872308611869812, Disagree: 0.12751799821853638, Strongly disagree: 0.07686702907085419
Index: 52, Agree: 0.6629684567451477, Strongly agree: 0.15789461135864258, Disagree: 0.11279764026403427, Strongly disagree: 0.06633926182985306
Index: 53, Agree: 0.6965639591217041, Strongly agree: 0.16157682240009308, Disagree: 0.08670015633106232, Strongly disagree: 0.05515899881720543
Index: 54, Agree: 0.6465601325035095, Strongly agree: 0.18325845897197723, Disagree: 0.11148333549499512, Strongly disagree: 0.058698028326034546
Index: 55, Agree: 0.6613446474075317, Strongly agree: 0.15135985612869263, Disagree: 0.11694256216287613, Strongly disagree: 0.07035292685031891
Index: 56, Agree: 0.6554425358772278, Strongly agree: 0.16297972202301025, Disagree: 0.11420683562755585, Strongly disagree: 0.0673709586262703
Index: 57, Agree: 0.6421107649803162, Strongly agree: 0.24156276881694794, Disagree: 0.07419081777334213, Strongly disagree: 0.042135581374168396
Index: 58, Agree: 0.5450143218040466, Strongly agree: 0.24833223223686218, Disagree: 0.12593427300453186, Strongly disagree: 0.08071910589933395
Index: 59, Agree: 0.5631000399589539, Strongly agree: 0.23558972775936127, Disagree: 0.12887540459632874, Strongly disagree: 0.07243490219116211
Index: 60, Agree: 0.4911026358604431, Strongly agree: 0.3213898539543152, Disagree: 0.10975334048271179, Strongly disagree: 0.07775414735078812
Index: 61, Agree: 0.7071597576141357, Strongly agree: 0.18453028798103333, Disagree: 0.06670071184635162, Strongly disagree: 0.04160928726196289
Index: 62, Agree: 0.6371625065803528, Strongly agree: 0.2079492211341858, Disagree: 0.0908338874578476, Strongly disagree: 0.06405436247587204
