Index: 1, Agree: 0.6849303245544434, Strongly agree: 0.3004177510738373, Disagree: 0.008511390537023544, Strongly disagree: 0.006140580400824547
Index: 20, Agree: 0.7364093065261841, Strongly agree: 0.2534977197647095, Disagree: 0.0056352075189352036, Strongly disagree: 0.004457819741219282
Index: 21, Agree: 0.7245681285858154, Strongly agree: 0.2606964409351349, Disagree: 0.008768388070166111, Strongly disagree: 0.005967023782432079
Index: 22, Agree: 0.6547986268997192, Strongly agree: 0.32408788800239563, Disagree: 0.011043406091630459, Strongly disagree: 0.01007014513015747
Index: 23, Agree: 0.6798219084739685, Strongly agree: 0.3024943768978119, Disagree: 0.009744703769683838, Strongly disagree: 0.007939006201922894
Index: 24, Agree: 0.7018753886222839, Strongly agree: 0.2868400514125824, Disagree: 0.006110006477683783, Strongly disagree: 0.005174505058676004
Index: 25, Agree: 0.6837273240089417, Strongly agree: 0.3040313124656677, Disagree: 0.006872919388115406, Strongly disagree: 0.0053683919832110405
Index: 26, Agree: 0.7784715294837952, Strongly agree: 0.20641577243804932, Disagree: 0.007832035422325134, Strongly disagree: 0.007280680816620588
Index: 27, Agree: 0.6726462244987488, Strongly agree: 0.3105723559856415, Disagree: 0.008895639330148697, Strongly disagree: 0.007885750383138657
Index: 28, Agree: 0.8185279369354248, Strongly agree: 0.1636175662279129, Disagree: 0.009257644414901733, Strongly disagree: 0.00859687477350235
Index: 29, Agree: 0.7638577818870544, Strongly agree: 0.2259475439786911, Disagree: 0.005522975232452154, Strongly disagree: 0.004671786446124315
Index: 30, Agree: 0.667994499206543, Strongly agree: 0.31963050365448, Disagree: 0.0068921553902328014, Strongly disagree: 0.0054827663116157055
Index: 31, Agree: 0.7348061800003052, Strongly agree: 0.24616937339305878, Disagree: 0.010640490800142288, Strongly disagree: 0.008383901789784431
Index: 32, Agree: 0.7139832973480225, Strongly agree: 0.273982435464859, Disagree: 0.006477295886725187, Strongly disagree: 0.005557022523134947
Index: 33, Agree: 0.6990524530410767, Strongly agree: 0.27405446767807007, Strongly disagree: 0.013882222585380077, Disagree: 0.013010859489440918
Index: 34, Agree: 0.7397633790969849, Strongly agree: 0.24983055889606476, Disagree: 0.005622498225420713, Strongly disagree: 0.004783589858561754
Index: 35, Agree: 0.6753113865852356, Strongly agree: 0.3103595972061157, Disagree: 0.008000901900231838, Strongly disagree: 0.0063281976617872715
Index: 36, Agree: 0.7258228659629822, Strongly agree: 0.24859808385372162, Disagree: 0.014340628869831562, Strongly disagree: 0.011238369159400463
Index: 37, Agree: 0.7407202124595642, Strongly agree: 0.24735011160373688, Disagree: 0.0064329844899475574, Strongly disagree: 0.005496671423316002
Index: 38, Agree: 0.6696332097053528, Strongly agree: 0.31152093410491943, Disagree: 0.010417520068585873, Strongly disagree: 0.008428357541561127
Index: 39, Agree: 0.686016321182251, Strongly agree: 0.29301247000694275, Disagree: 0.010967116802930832, Strongly disagree: 0.010004079900681973
Index: 40, Agree: 0.738580584526062, Strongly agree: 0.2510618567466736, Disagree: 0.0056604486890137196, Strongly disagree: 0.004697119817137718
Index: 41, Agree: 0.6582318544387817, Strongly agree: 0.32795774936676025, Disagree: 0.007656846661120653, Strongly disagree: 0.00615344662219286
Index: 42, Agree: 0.7460532188415527, Strongly agree: 0.24150604009628296, Disagree: 0.007019017823040485, Strongly disagree: 0.005421620327979326
Index: 43, Agree: 0.7328157424926758, Strongly agree: 0.2507309317588806, Disagree: 0.008818858303129673, Strongly disagree: 0.0076344250701367855
Index: 44, Agree: 0.650340735912323, Strongly agree: 0.3366266191005707, Disagree: 0.007268425077199936, Strongly disagree: 0.005764134228229523
Index: 45, Agree: 0.6049436926841736, Strongly agree: 0.36789315938949585, Strongly disagree: 0.013970466330647469, Disagree: 0.013192625716328621
Index: 46, Agree: 0.7322058081626892, Strongly agree: 0.24793754518032074, Disagree: 0.01026110164821148, Strongly disagree: 0.009595569223165512
Index: 47, Agree: 0.7374858856201172, Strongly agree: 0.25111323595046997, Disagree: 0.006300140172243118, Strongly disagree: 0.005100746639072895
Index: 48, Agree: 0.7596814036369324, Strongly agree: 0.2229558825492859, Disagree: 0.00914730317890644, Strongly disagree: 0.008215365000069141
Index: 49, Agree: 0.7671607136726379, Strongly agree: 0.21146118640899658, Disagree: 0.011488099582493305, Strongly disagree: 0.00988998543471098
Index: 50, Agree: 0.6992036700248718, Strongly agree: 0.2876015305519104, Disagree: 0.00722490344196558, Strongly disagree: 0.005969996098428965
Index: 51, Agree: 0.7512472867965698, Strongly agree: 0.23696200549602509, Disagree: 0.006499293260276318, Strongly disagree: 0.005291451700031757
Index: 52, Agree: 0.7414356470108032, Strongly agree: 0.24739934504032135, Disagree: 0.0060876174829900265, Strongly disagree: 0.005077460780739784
Index: 53, Agree: 0.7625361680984497, Strongly agree: 0.2138509899377823, Disagree: 0.012126147747039795, Strongly disagree: 0.011486666277050972
Index: 54, Agree: 0.7631973028182983, Strongly agree: 0.22604991495609283, Disagree: 0.0060490770265460014, Strongly disagree: 0.0047036451287567616
Index: 55, Agree: 0.7391997575759888, Strongly agree: 0.23867782950401306, Disagree: 0.011829456314444542, Strongly disagree: 0.01029298733919859
Index: 56, Agree: 0.7808994054794312, Strongly agree: 0.1984935849905014, Disagree: 0.010519429109990597, Strongly disagree: 0.010087678208947182
Index: 57, Agree: 0.7432934045791626, Strongly agree: 0.23401901125907898, Disagree: 0.012003871612250805, Strongly disagree: 0.010683746077120304
Index: 58, Agree: 0.6977623701095581, Strongly agree: 0.2896532714366913, Disagree: 0.0070563689805567265, Strongly disagree: 0.005527890287339687
Index: 59, Agree: 0.7139843106269836, Strongly agree: 0.2737607955932617, Disagree: 0.006738761439919472, Strongly disagree: 0.00551614398136735
Index: 60, Agree: 0.6684036254882812, Strongly agree: 0.31751731038093567, Disagree: 0.007943798787891865, Strongly disagree: 0.006135232280939817
Index: 61, Agree: 0.7246760725975037, Strongly agree: 0.2572234869003296, Disagree: 0.009216943755745888, Strongly disagree: 0.008883444592356682
Index: 62, Agree: 0.7457540035247803, Strongly agree: 0.2434612661600113, Disagree: 0.0057873912155628204, Strongly disagree: 0.004997384734451771
